,Z3__1,Z3__2,Z3__3,Z3__4,Z3__5,Z3__6,Z3__7,Z3__8,Z3__9,Z3__10,Z3__11,Z3__12,Z3__13,Z3__14,Z3__15,Z3__16,Z3__17,Z3__18,Z3__19,Z3__20,Z3__21,Z3__22,Z3__23,Z3__24,Z3__25,Z3__26,Z3__27,Z3__28,Z3__29,Z3__30,y
Neg_446,7.545487096774194,0.2166599999999997,0.4915206896551723,0.2731964285714284,0.6743259259259257,0.6595290322580645,-0.4911366666666666,-1.06201724137931,-0.7454142857142857,-2.154355555555556,0.4408870967741937,-0.3666233333333332,-0.5017862068965517,0.4390892857142855,0.6061444444444445,4.133448387096774,0.2190233333333333,0.0470310344827586,0.2513642857142856,0.1154370370370371,-0.0667354838709677,-0.2005699999999999,-0.3300448275862068,0.3383107142857144,0.5972851851851853,3.199667741935483,0.0833166666666666,0.2373862068965516,-0.3898178571428571,-1.358711111111111,0
Neg_2228,7.664563235294119,-1.1232820895522384,-1.08479696969697,1.6105415384615391,1.2420671875000004,-1.4491779411764705,-0.0972328358208955,1.3461500000000002,0.4910153846153847,0.0387859375000002,-0.5296647058823529,0.1111522388059701,-1.254237878787879,0.0377076923076923,-0.7640203125,6.898925000000002,0.6498358208955217,0.2294590909090908,0.743735384615385,1.4360265624999995,-0.4909779411764705,0.028934328358209,-0.8140575757575756,-0.3367538461538463,0.0782203125,2.4771205882352936,-0.5308880597014926,0.6832878787878786,0.0352738461538461,-0.0966234374999998,0
Neg_2386,6.466015384615383,2.8466105263157897,2.115502702702704,0.414558333333333,0.4505857142857141,0.3598410256410257,-0.0634026315789474,-1.2567621621621623,-1.2936444444444446,-0.5718714285714289,-1.1247256410256408,-0.366402631578947,-0.4477594594594591,-0.3441555555555556,-0.2437314285714286,5.576151282051283,0.3688684210526314,-0.0828135135135137,0.2838194444444444,0.0496314285714283,-1.1713512820512813,0.2857421052631579,1.3758864864864864,1.8793,0.2811999999999999,3.834505128205127,0.7954210526315789,0.4676297297297297,0.0984166666666666,0.6987685714285714,0
Neg_2835,9.069351923076926,-2.8800784313725503,-0.2815000000000003,1.3230979591836736,2.1440666666666672,2.188157692307693,-0.8385431372549025,-0.16771,1.0345020408163266,0.2830562499999998,-1.4467423076923078,-1.2655313725490194,-0.1503619999999998,-0.8338775510204082,-0.437225,3.0830326923076945,-0.3557607843137256,-0.4894399999999999,-0.3802244897959185,-0.079875,-1.0901480769230765,-0.4252313725490195,0.1187660000000001,0.2768734693877551,0.1000958333333332,3.3696038461538467,1.5123254901960783,1.123434,1.0382530612244896,0.91943125,0
Neg_2149,8.400381818181817,-1.008818461538462,-2.1205875,0.5494888888888887,1.2345483870967744,0.5691984848484849,0.3102738461538462,-0.0721078125,-0.2854920634920636,0.3045677419354839,0.7652272727272729,0.1247876923076923,0.0486968749999999,0.3744698412698412,-0.725633870967742,5.749940909090912,0.5963123076923076,0.6832999999999999,1.6219777777777769,-0.1171967741935482,-0.1485984848484848,0.8620907692307693,-0.0141218749999999,0.0814587301587301,0.422606451612903,3.107154545454547,-0.3865261538461541,-0.4997234375000002,0.9955920634920628,-0.5941241935483873,0
Neg_2248,7.767445238095239,0.9970121951219508,-0.2217449999999998,0.8740846153846156,-1.4438263157894735,0.922604761904762,0.8038878048780488,-0.232965,0.8203179487179486,-1.4621500000000005,-0.777797619047619,-0.6984024390243905,0.2520799999999999,-1.6865333333333332,-0.1225368421052631,3.9830380952380953,0.010680487804878,-0.2939299999999999,1.1760717948717947,-0.6178184210526318,-0.624692857142857,-0.3905975609756096,-0.500195,0.3672487179487179,1.0757263157894736,3.0823500000000004,0.2996536585365852,0.570485,-0.0562974358974357,-0.7322552631578948,0
Neg_2739,8.18401590909091,-1.6865632183908046,-0.7077069767441863,1.1057941176470587,0.436822619047619,0.9524193181818184,-0.9479195402298854,0.572431395348837,-0.4370411764705879,-0.4328988095238095,0.1292795454545455,0.14296091954023,-0.2853720930232559,0.0728847058823529,0.2809035714285715,4.192732954545457,-0.3838666666666667,-0.2219953488372094,0.09288,0.9351178571428572,-0.0809056818181818,0.146658620689655,0.2872348837209303,-0.3902176470588238,0.509519047619048,3.129386363636364,-0.1209298850574714,-0.550446511627907,-0.1436576470588236,-0.238867857142857,0
Neg_2580,6.907193103448276,-1.2720857142857145,-1.2395666666666667,2.4869500000000007,-0.6921440000000001,-0.8929862068965517,-0.9292535714285718,-0.9708518518518522,0.7535192307692309,0.096876,-0.4048448275862066,0.6779857142857144,-1.3519148148148146,-0.1268384615384616,-0.03862,4.206220689655173,0.1305285714285714,0.0561296296296296,0.229426923076923,0.012816,-0.3706827586206895,1.129332142857143,-0.2884111111111111,0.9752269230769232,-0.439276,2.2247103448275865,-0.4732035714285713,0.9445444444444444,-0.5347884615384616,-0.389448,0
Neg_2765,8.244533750000002,-0.2590797468354429,0.5045499999999995,-1.3422389610389611,-0.9081473684210528,0.7306025000000003,-0.7622379746835443,-0.0580884615384614,-0.8107597402597404,-0.0885552631578946,1.1974625,-0.3516924050632911,-0.40945,0.1917389610389611,0.5113118421052631,4.6339225000000015,0.9264582278481016,1.0800923076923072,0.2314532467532467,0.6414513157894739,0.8180912500000004,-0.3352253164556963,-0.277175641025641,-0.5317844155844156,-0.1843684210526315,2.0074362500000005,0.2317240506329113,-0.2666089743589744,-0.2257766233766232,-0.0301368421052631,0
Neg_939,10.019246000000004,1.5942755102040818,0.7302958333333335,-0.0407361702127662,-0.907595652173913,0.226384,-0.4068061224489796,0.1445208333333331,-0.542936170212766,0.7575,-0.9832619999999996,-0.830695918367347,0.3932145833333333,-1.4348234042553194,-1.0463434782608696,3.4092700000000007,0.2715285714285715,1.0908499999999997,0.2731936170212766,0.4964543478260868,-0.2692239999999999,-1.0840448979591837,0.3105625000000001,0.2061127659574468,0.2477673913043478,3.331282,-0.0968775510204082,0.4843624999999998,-0.0530063829787234,0.3046086956521739,0
