,APAAC_Pc1.A,APAAC_Pc1.R,APAAC_Pc1.N,APAAC_Pc1.D,APAAC_Pc1.C,APAAC_Pc1.Q,APAAC_Pc1.E,APAAC_Pc1.G,APAAC_Pc1.H,APAAC_Pc1.I,APAAC_Pc1.L,APAAC_Pc1.K,APAAC_Pc1.M,APAAC_Pc1.F,APAAC_Pc1.P,APAAC_Pc1.S,APAAC_Pc1.T,APAAC_Pc1.W,APAAC_Pc1.Y,APAAC_Pc1.V,APAAC_Pc2.Hydrophobicity.1,APAAC_Pc2.Hydrophilicity.1,APAAC_Pc2.Hydrophobicity.2,APAAC_Pc2.Hydrophilicity.2,APAAC_Pc2.Hydrophobicity.3,APAAC_Pc2.Hydrophilicity.3,y
Neg_446,0.0,0.9882039641229866,1.9764079282459728,1.9764079282459728,1.9764079282459728,2.96461189236896,1.9764079282459728,1.9764079282459728,0.9882039641229866,0.9882039641229866,1.9764079282459728,1.9764079282459728,0.0,0.9882039641229866,0.0,3.9528158564919456,3.9528158564919456,0.0,0.0,1.9764079282459728,0.0007151245553389,0.0132883314858609,0.005013055011403,-0.0010482680196771,-0.0046877317769024,-0.0014844753790099,0
Neg_2228,1.963715757855503,4.9092893946387575,0.9818578789277514,0.9818578789277514,0.9818578789277514,4.9092893946387575,2.945573636783254,10.800436668205268,1.963715757855503,2.945573636783254,5.891147273566508,1.963715757855503,0.9818578789277514,1.963715757855503,6.87300515249426,8.836720910349763,2.945573636783254,1.963715757855503,0.9818578789277514,0.9818578789277514,-0.004783110979472,-0.0067242993666768,0.0117471315643063,0.0050135222670914,0.0090843494282817,0.0038045281587178,0
Neg_2386,0.9384806659964012,5.630883995978408,1.876961331992803,1.876961331992803,0.9384806659964012,1.876961331992803,1.876961331992803,3.753922663985605,0.0,0.0,2.815441997989204,1.876961331992803,0.0,0.0,1.876961331992803,5.630883995978408,4.692403329982007,0.0,0.0,0.9384806659964012,0.0188142646553907,0.0165363632599785,0.0071638634220184,0.0110782323016827,0.0029534347724611,0.004973175592067,0
Neg_2835,0.9653085633188522,6.757159943231966,0.0,0.9653085633188522,0.0,1.9306171266377044,9.653085633188525,0.9653085633188522,1.9306171266377044,1.9306171266377044,7.722468506550817,5.791851379913114,0.0,0.9653085633188522,0.0,2.895925689956557,4.826542816594261,0.0,1.9306171266377044,0.9653085633188522,-0.0074506931183289,-0.0057665400183794,0.0060675260286497,0.0143057233671478,0.0079121646110436,0.0196232558110149,0
Neg_2149,3.077282800974536,4.103043734632714,2.051521867316357,4.103043734632714,4.103043734632714,2.051521867316357,3.077282800974536,8.206087469265428,0.0,8.206087469265428,4.103043734632714,2.051521867316357,4.103043734632714,2.051521867316357,2.051521867316357,3.077282800974536,6.154565601949072,0.0,1.0257609336581786,4.103043734632714,-0.0088989948834483,-0.0052697705184779,-0.0135035570139513,-0.0143936186524764,0.0149653160717667,0.0013396913384087,0
Neg_2248,1.9244641259667568,3.8489282519335135,0.9622320629833786,2.886696188950136,0.0,0.9622320629833786,3.8489282519335135,1.9244641259667568,2.886696188950136,0.9622320629833786,1.9244641259667568,3.8489282519335135,0.9622320629833786,1.9244641259667568,1.9244641259667568,2.886696188950136,1.9244641259667568,0.0,3.8489282519335135,0.9622320629833786,0.0031822411342906,-0.0008047161166819,-0.0023909628069645,-0.0044772336602348,0.0192252943651596,0.0230333141010522,0
Neg_2739,9.051273732261516,8.045576650899127,3.0170912440871724,8.045576650899127,2.0113941627247818,2.0113941627247818,5.028485406811955,4.022788325449564,2.0113941627247818,5.028485406811955,6.034182488174345,3.0170912440871724,1.0056970813623909,3.0170912440871724,6.034182488174345,5.028485406811955,6.034182488174345,2.0113941627247818,3.0170912440871724,5.028485406811955,-0.0080074034807809,-0.0065383121110484,-0.0070031046341677,0.0041090476313715,0.0053985221292916,0.006344169102943,0
Neg_2580,1.9993703019991664,0.9996851509995832,0.9996851509995832,0.9996851509995832,0.0,1.9993703019991664,0.0,1.9993703019991664,0.0,0.9996851509995832,0.9996851509995832,1.9993703019991664,0.0,1.9993703019991664,2.999055452998749,8.997166358996248,0.9996851509995832,0.0,0.0,0.9996851509995832,-0.0141777059358133,-0.004214982135347,0.0019825344533168,0.0012210664116994,0.0083402183246157,0.0071637178819452,0
Neg_2765,6.039300469556647,0.0,5.032750391297206,6.039300469556647,1.0065500782594412,4.026200313037765,5.032750391297206,6.039300469556647,3.0196502347783234,9.05895070433497,5.032750391297206,3.0196502347783234,1.0065500782594412,0.0,6.039300469556647,5.032750391297206,6.039300469556647,2.0131001565188824,2.0131001565188824,5.032750391297206,-0.0010720151213352,-0.0016586838630264,0.0035589028352993,0.007336687702894,-0.0060681224508642,-0.0086468473624085,0
Neg_939,0.0,1.900213271695528,1.900213271695528,2.8503199075432923,0.950106635847764,1.900213271695528,2.8503199075432923,1.900213271695528,1.900213271695528,0.950106635847764,1.900213271695528,6.650746450934349,2.8503199075432923,6.650746450934349,3.800426543391057,2.8503199075432923,0.950106635847764,0.950106635847764,0.950106635847764,2.8503199075432923,0.0107523996627121,0.0129656322154903,0.0091985288136319,0.0123139455174123,0.002817016629219,0.0018458413137699,0
Neg_1859,0.0,0.0,1.001922908041346,4.007691632165384,0.0,1.001922908041346,0.0,1.001922908041346,1.001922908041346,2.003845816082692,3.005768724124038,3.005768724124038,0.0,2.003845816082692,1.001922908041346,2.003845816082692,1.001922908041346,0.0,0.0,6.011537448248076,0.0066686377203371,0.0084385840442896,-0.0037039236308958,-0.0017297212606856,-0.0077892048945763,-0.003807280019815,0
Neg_1088,8.138305467227813,5.086440917017383,4.069152733613906,2.034576366806953,0.0,4.069152733613906,2.034576366806953,5.086440917017383,2.034576366806953,1.0172881834034766,6.1037291004208605,2.034576366806953,0.0,1.0172881834034766,0.0,4.069152733613906,3.0518645502104302,3.0518645502104302,2.034576366806953,2.034576366806953,-0.0058564872265246,0.0020198872328742,-0.0025546884842781,-0.0014207747227816,-0.00736660159702,-0.0021095186057464,0
Neg_448,5.953340389860612,1.984446796620204,4.96111699155051,2.976670194930306,0.992223398310102,0.992223398310102,4.96111699155051,5.953340389860612,1.984446796620204,2.976670194930306,4.96111699155051,2.976670194930306,5.953340389860612,1.984446796620204,1.984446796620204,2.976670194930306,4.96111699155051,0.0,0.992223398310102,5.953340389860612,0.0021758847584719,-0.0001575724231823,-0.0060066746450996,-0.0017822287632222,0.0057605222052607,0.0077866705576695,0
Neg_2831,8.910707229509836,2.9702357431699453,3.9603143242265935,2.9702357431699453,0.9900785810566484,6.930550067396538,4.950392905283242,4.950392905283242,1.9801571621132967,0.0,9.900785810566484,7.920628648453187,0.9900785810566484,2.9702357431699453,7.920628648453187,7.920628648453187,5.940471486339891,0.0,2.9702357431699453,2.9702357431699453,-0.0025574789081694,-0.0005023845497996,-0.001702891358113,-2.0429297644539475e-05,0.0082026419693098,0.0065019610877684,0
Neg_358,6.052784466648368,0.0,4.035189644432245,3.026392233324184,0.0,1.008797411108061,3.026392233324184,4.035189644432245,1.008797411108061,5.043987055540306,7.061581877756429,4.035189644432245,0.0,1.008797411108061,2.017594822216122,3.026392233324184,6.052784466648368,1.008797411108061,0.0,4.035189644432245,-0.0058735448498581,-0.0032247891079091,-0.0022625535526174,-0.0090946122360514,0.0054361824326696,0.0062219062057052,0
Neg_2287,1.855976131024064,3.711952262048128,0.927988065512032,0.927988065512032,0.0,2.783964196536096,1.855976131024064,7.423904524096256,0.0,1.855976131024064,7.423904524096256,2.783964196536096,2.783964196536096,3.711952262048128,0.927988065512032,4.63994032756016,1.855976131024064,0.0,1.855976131024064,2.783964196536096,0.0108854258866068,0.0087660844338742,0.0106097898260055,0.0098275927011614,0.0188734195966258,0.0130496220436941,0
Neg_2597,2.9784143904165683,0.9928047968055228,1.9856095936110456,3.971219187222091,0.0,3.971219187222091,3.971219187222091,0.9928047968055228,0.9928047968055228,0.9928047968055228,5.956828780833137,0.9928047968055228,0.9928047968055228,1.9856095936110456,0.0,1.9856095936110456,0.9928047968055228,0.0,0.9928047968055228,0.9928047968055228,-0.0033672070123745,0.0038597724919799,-0.005754571439153,0.0022518881121227,0.0039899677744313,0.0062153532674705,0
Neg_2648,7.093781061861751,6.080383767310073,0.0,8.10717835641343,2.0267945891033574,9.12057565096511,7.093781061861751,9.12057565096511,2.0267945891033574,3.0401918836550363,15.200959418275184,3.0401918836550363,0.0,4.053589178206715,6.080383767310073,7.093781061861751,4.053589178206715,0.0,3.0401918836550363,4.053589178206715,-0.0037403235124168,0.0017634718896651,0.0051618648190986,0.0015641422831667,-0.0093328131057788,-0.0088136369254136,0
Neg_152,3.0032506966505905,1.0010835655501968,5.005417827750985,3.0032506966505905,0.0,3.0032506966505905,2.0021671311003937,4.004334262200787,3.0032506966505905,4.004334262200787,15.016253483252951,3.0032506966505905,0.0,7.007584958851378,1.0010835655501968,7.007584958851378,4.004334262200787,1.0010835655501968,1.0010835655501968,0.0,-0.0007651294603499,-0.0009510231736872,-0.0041029763200871,-0.0025480281188713,0.0024402578173641,0.0048433337054346,0
Neg_2086,0.967821298645482,2.9034638959364463,0.0,0.967821298645482,0.0,0.967821298645482,2.9034638959364463,0.0,0.967821298645482,2.9034638959364463,4.83910649322741,6.774749090518374,1.935642597290964,0.967821298645482,4.83910649322741,0.967821298645482,0.967821298645482,0.0,0.967821298645482,0.967821298645482,0.0060950807055033,0.0072789738031686,0.004696714096216,-0.0097644765209953,0.0104297742610193,0.0134426350096059,0
Neg_966,2.0148511071948145,1.0074255535974073,0.0,1.0074255535974073,1.0074255535974073,0.0,3.0222766607922216,7.051978875181851,1.0074255535974073,2.0148511071948145,5.037127767987036,0.0,0.0,2.0148511071948145,6.044553321584443,4.029702214389629,6.044553321584443,0.0,0.0,4.029702214389629,0.004643971903619,0.0054294672820918,-0.0010988008288074,-0.0053571045975465,-0.0033843608327724,-0.0076587265239916,0
Neg_2081,10.881083945938547,8.902705046676996,0.9891894496307772,4.945947248153886,4.945947248153886,4.945947248153886,2.9675683488923315,4.945947248153886,0.0,1.9783788992615543,8.902705046676996,0.9891894496307772,0.0,2.9675683488923315,8.902705046676996,9.891894496307772,0.9891894496307772,0.0,0.9891894496307772,1.9783788992615543,0.0025391690480285,0.0059620895638393,-0.0007980904694739,-0.0012837951551107,0.0016825813599158,0.0027085960220237,0
Neg_2579,4.072331127569553,1.0180827818923883,2.0361655637847766,2.0361655637847766,2.0361655637847766,4.072331127569553,1.0180827818923883,4.072331127569553,1.0180827818923883,3.054248345677165,5.090413909461942,3.054248345677165,0.0,1.0180827818923883,0.0,5.090413909461942,1.0180827818923883,2.0361655637847766,0.0,6.10849669135433,-0.0001471877377826,-0.0083839954116614,-0.0039408710735481,-0.0005899320775059,-0.0028332818458627,-0.0021875137460274,0
Neg_542,6.373176659905671,11.835899511253391,0.9104538085579532,2.7313614256738594,0.0,8.194084277021577,11.835899511253391,1.8209076171159064,0.0,3.641815234231813,7.283630468463625,3.641815234231813,0.0,0.0,8.194084277021577,5.462722851347719,1.8209076171159064,0.9104538085579532,0.0,3.641815234231813,0.0213319763489247,0.0200624465051799,0.0145659245434129,0.0179566835518043,0.0074245117073064,0.0082046487854183,0
Neg_270,3.935065539245431,7.870131078490862,0.0,5.902598308868146,2.951299154434073,3.935065539245431,4.918831924056788,0.9837663848113576,5.902598308868146,4.918831924056788,7.870131078490862,1.9675327696227156,0.9837663848113576,4.918831924056788,0.9837663848113576,6.886364693679504,1.9675327696227156,0.0,2.951299154434073,2.951299154434073,0.0070177073774769,0.0058209005592114,-0.0070200638328378,-0.0050804675552703,0.0119817763383793,0.0035137623016828,0
Neg_447,1.9160196668583884,3.832039333716777,0.9580098334291942,0.9580098334291942,0.0,1.9160196668583884,3.832039333716777,0.0,0.0,0.9580098334291942,2.874029500287582,0.0,0.0,0.0,0.0,0.9580098334291942,0.0,0.0,0.0,1.9160196668583884,0.0119409468348932,0.0226921229332402,-0.0038584658289171,-0.0024705678023024,0.0023610783028812,0.0113250521310106,0
Neg_2242,3.710063448155164,2.782547586116373,0.927515862038791,2.782547586116373,0.927515862038791,0.927515862038791,5.565095172232746,4.637579310193955,0.927515862038791,6.492611034271537,8.347642758349119,1.855031724077582,0.927515862038791,3.710063448155164,2.782547586116373,5.565095172232746,0.927515862038791,0.927515862038791,0.927515862038791,4.637579310193955,0.016790908087661,0.0091039628630034,0.0127125664455436,0.0100597475036255,0.0149377195136321,0.0088792335477431,0
Neg_1615,3.0187598838297456,2.0125065892198304,0.0,1.0062532946099152,1.0062532946099152,1.0062532946099152,0.0,1.0062532946099152,3.0187598838297456,1.0062532946099152,6.037519767659491,2.0125065892198304,1.0062532946099152,1.0062532946099152,2.0125065892198304,2.0125065892198304,2.0125065892198304,0.0,0.0,1.0062532946099152,0.0061487810229897,0.0047634009960738,-0.0163720775863126,-0.0083413463286698,0.0022430182155336,0.0053049290704698,0
Neg_103,0.9820184973805728,1.9640369947611451,0.0,0.0,4.910092486902864,1.9640369947611451,4.910092486902864,2.946055492141718,2.946055492141718,2.946055492141718,1.9640369947611451,7.856147979044581,0.0,0.0,1.9640369947611451,0.9820184973805728,2.946055492141718,0.0,0.9820184973805728,0.0,0.0015083395415078,0.0111683330646676,-0.0017665775384835,-0.0020804292665592,0.0028166212736291,0.0063352155446654,0
Neg_1048,5.233608512930744,3.1401651077584467,1.0467217025861488,3.1401651077584467,0.0,4.186886810344595,2.0934434051722977,2.0934434051722977,2.0934434051722977,2.0934434051722977,4.186886810344595,2.0934434051722977,1.0467217025861488,3.1401651077584467,1.0467217025861488,4.186886810344595,1.0467217025861488,1.0467217025861488,3.1401651077584467,1.0467217025861488,0.004125024100366,-0.0048328156159443,-0.0137614588434837,-0.0117733687758749,-0.0141165391794255,-0.0063625442717862,0
Neg_628,1.9890284080150795,2.9835426120226187,2.9835426120226187,0.9945142040075396,0.0,0.0,0.9945142040075396,0.9945142040075396,0.9945142040075396,0.9945142040075396,2.9835426120226187,0.9945142040075396,0.0,1.9890284080150795,0.9945142040075396,0.9945142040075396,0.9945142040075396,0.9945142040075396,0.0,1.9890284080150795,0.0098774233559263,0.0146565946244053,-0.0047872139044772,-0.0071923445484084,-0.0004979583377892,-0.0065707051971963,0
Neg_2169,4.058834038898076,2.029417019449038,2.029417019449038,1.014708509724519,1.014708509724519,0.0,2.029417019449038,3.0441255291735567,0.0,8.117668077796152,2.029417019449038,2.029417019449038,0.0,1.014708509724519,5.073542548622594,1.014708509724519,1.014708509724519,0.0,2.029417019449038,6.088251058347113,0.000401360283399,-0.004833643400082,-0.0088998567211713,-0.0070889577320171,0.0051485046914421,0.0005640831539103,0
Neg_599,7.88028975485278,7.88028975485278,1.970072438713195,0.9850362193565976,4.925181096782987,0.9850362193565976,0.9850362193565976,2.9551086580697925,4.925181096782987,0.9850362193565976,17.730651948418753,2.9551086580697925,0.9850362193565976,3.94014487742639,10.835398412922572,8.865325974209377,3.94014487742639,1.970072438713195,1.970072438713195,2.9551086580697925,0.0084315447173024,0.0037584059919467,0.0015064623855465,0.000472486112732,0.0002148129913177,0.0005800684445569,0
Neg_2490,3.908995729412975,2.931746797059731,0.0,0.0,1.9544978647064877,1.9544978647064877,2.931746797059731,1.9544978647064877,0.0,0.0,2.931746797059731,2.931746797059731,0.0,0.0,1.9544978647064877,1.9544978647064877,0.0,0.9772489323532436,0.0,1.9544978647064877,-0.0187406179106486,-0.0016660045701242,0.0122691702790434,0.0108207653845402,0.008092277060236,0.0119754774037094,0
Neg_62,8.157457617094856,6.118093212821142,2.039364404273714,3.059046606410571,1.019682202136857,6.118093212821142,8.157457617094856,2.039364404273714,2.039364404273714,3.059046606410571,8.157457617094856,3.059046606410571,1.019682202136857,1.019682202136857,2.039364404273714,9.177139819231714,1.019682202136857,1.019682202136857,5.098411010684285,9.177139819231714,-0.000678664186685,-0.0033762932959054,-0.0089262255935197,-0.0072908892718215,-0.0018942875439574,0.002484157755032,0
Neg_1129,0.0,8.042127588636717,1.0052659485795896,0.0,4.021063794318359,4.021063794318359,5.026329742897948,5.026329742897948,10.052659485795896,2.0105318971591792,4.021063794318359,7.036861640057127,0.0,2.0105318971591792,3.015797845738769,7.036861640057127,6.031595691477538,1.0052659485795896,3.015797845738769,4.021063794318359,0.0033987729383297,0.0027201582593104,-0.0062780319989065,-0.0056503262905338,0.0049452187293663,-0.0044017402171557,0
Neg_190,0.0,2.0504710127063075,0.0,0.0,0.0,0.0,2.0504710127063075,0.0,0.0,1.0252355063531535,0.0,1.0252355063531535,2.0504710127063075,0.0,2.0504710127063075,1.0252355063531535,0.0,0.0,0.0,2.0504710127063075,-0.0097954328078909,0.006616124936988,-0.0519534110528294,-0.0127817211756929,0.0156878080681901,0.0269911256780814,0
Neg_1522,9.821875363893051,6.875312754725137,0.0,1.964375072778611,0.9821875363893052,2.946562609167916,5.893125218335832,11.786250436671663,3.928750145557221,0.0,16.69718811861819,1.964375072778611,0.0,0.0,3.928750145557221,0.9821875363893052,0.0,0.0,0.0,3.928750145557221,0.0019613858018663,0.0039852442200901,0.0042884725300706,0.0055801568712075,-0.0024789670518889,0.004476171239349,0
Neg_165,4.6442186863005785,10.217281109861272,2.786531211780347,3.715374949040463,1.8576874745202316,3.715374949040463,5.573062423560694,0.9288437372601156,0.9288437372601156,3.715374949040463,4.6442186863005785,5.573062423560694,0.9288437372601156,1.8576874745202316,0.9288437372601156,0.0,1.8576874745202316,0.9288437372601156,2.786531211780347,2.786531211780347,-0.0060337990254067,0.0068947487134316,0.0111327732514443,0.0107926373923732,0.0268273411916917,0.02154256121635,0
