,Gravy,y
peptide_nm_1,0.7429615265569216,0
peptide_nm_2,0.9474283643102582,0
peptide_nm_3,0.5295295835203705,0
peptide_nm_4,0.6633958559063469,0
peptide_nm_5,0.666884612550248,0
peptide_nm_6,0.3941152417533158,0
peptide_nm_7,1.396099899460837,0
peptide_nm_8,1.0098419194459105,0
peptide_nm_9,1.0710451450470797,0
peptide_nm_10,0.1792286996554427,0
peptide_nm_11,0.5575841714291132,0
peptide_nm_12,0.2777421439604605,0
peptide_nm_13,0.3224521026192452,0
peptide_nm_14,0.8889281118675282,0
peptide_nm_15,0.2082128891052243,0
peptide_nm_16,0.8778584679277569,0
peptide_nm_17,0.1292028931544908,0
peptide_nm_18,0.5285077718605362,0
peptide_nm_19,0.9523481300362742,0
peptide_nm_20,0.4270712497848731,0
peptide_nm_21,0.6632344997360792,0
peptide_nm_22,0.5830559700404783,0
peptide_nm_23,0.4436288428061508,0
peptide_nm_24,1.2397716204953393,0
peptide_nm_25,0.4913405548348756,0
peptide_nm_26,0.5739374831009026,0
peptide_nm_27,1.05399316234412,0
peptide_nm_28,0.8824845992983089,0
peptide_nm_29,0.3381206359596269,0
peptide_nm_30,0.2755208262749957,0
peptide_nm_31,0.5236200862888388,0
peptide_nm_32,0.3946623052953362,0
peptide_nm_33,0.9172649848788696,0
peptide_nm_34,1.27098189370316,0
peptide_nm_35,0.7143418075970209,0
peptide_nm_36,0.9411459273451293,0
peptide_nm_37,0.1361203251972746,0
peptide_nm_38,0.3863461758543184,0
peptide_nm_39,1.326298321713458,0
peptide_nm_40,0.3753333301700945,0
peptide_nm_41,0.7188158085114537,0
peptide_nm_43,0.950948527065465,0
peptide_nm_44,0.9792661329748954,0
peptide_nm_45,0.4678309909295449,0
peptide_nm_46,0.0338895970491758,0
peptide_nm_47,0.2731357142276202,0
peptide_nm_48,1.224243180385993,0
peptide_nm_49,0.4039960263781048,0
peptide_nm_50,0.2053194084406979,0
peptide_nm_51,0.4758681416566513,0
peptide_nm_52,0.6971977873122197,0
peptide_nm_53,0.6834413280480156,0
peptide_nm_54,0.6120609997850128,0
peptide_nm_55,0.6751037050692481,0
peptide_nm_56,0.1706108012337385,0
peptide_nm_57,0.2352762605001488,0
peptide_nm_58,0.1521211758417723,0
peptide_nm_59,0.960168889674519,0
peptide_nm_60,0.3281476466351338,0
peptide_nm_61,0.8554608813400267,0
peptide_nm_62,0.8988913776122837,0
peptide_nm_63,0.4649597768038775,0
peptide_nm_64,0.3249835830866053,0
peptide_nm_65,0.9465428091830091,0
peptide_nm_66,0.4030354466103461,0
peptide_nm_67,0.4124631411828931,0
peptide_nm_68,0.5150275962218345,0
peptide_nm_69,0.2568085723634202,0
peptide_nm_70,0.580405197394904,0
peptide_nm_71,1.5243278306297805,0
peptide_nm_72,1.084688447984099,0
peptide_nm_73,0.2184200931749781,0
peptide_nm_74,0.6496637349958433,0
peptide_nm_75,0.393382780741231,0
peptide_nm_76,0.0505695370396733,0
peptide_nm_77,0.4178207378957491,0
peptide_nm_78,1.0968936099670423,0
peptide_nm_79,0.070859646086523,0
peptide_nm_80,0.7594620807882838,0
peptide_nm_81,0.2760285366262528,0
peptide_nm_82,0.247922568327074,0
peptide_nm_83,0.2149704031657577,0
peptide_nm_84,0.5029572856872346,0
peptide_nm_85,0.8222322821647937,0
peptide_nm_86,1.1968787061477102,0
peptide_nm_87,0.2012128594088884,0
peptide_nm_88,1.4874585035299492,0
peptide_nm_89,0.6055736125260103,0
peptide_nm_90,0.4112042936331456,0
peptide_nm_91,0.1988644627534127,0
peptide_nm_92,0.9398982526439572,0
peptide_nm_93,0.6319449027897667,0
peptide_nm_94,0.2757308473630454,0
peptide_nm_95,0.3704438027843009,0
peptide_nm_96,0.7926739253286369,0
peptide_nm_97,1.3306909456325509,0
peptide_nm_98,1.0814986937107771,0
peptide_nm_99,1.758680579453166,0
peptide_nm_100,0.8381398020675518,0
peptide_nm_101,0.6680444794334226,0
peptide_nm_102,0.8237385965387194,0
peptide_nm_103,0.9096279537906546,0
peptide_nm_104,1.191159623632148,0
peptide_nm_105,0.2228625999097556,0
peptide_nm_106,1.2975221059122968,0
peptide_nm_107,0.3541688983746112,0
peptide_nm_108,0.5993381046771064,0
peptide_nm_109,0.7919393293941374,0
peptide_nm_110,0.4183876452565433,0
peptide_nm_111,0.0991260473550484,0
peptide_nm_112,0.7598176429285134,0
peptide_nm_113,0.2069515605318168,0
peptide_nm_114,0.689061302934821,0
peptide_nm_115,0.4699589374288769,0
peptide_nm_116,0.706609937882284,0
peptide_nm_117,0.8325061874167025,0
peptide_nm_118,0.3934672927637349,0
peptide_nm_119,1.049128031797147,0
peptide_nm_120,1.20346836393664,0
peptide_nm_121,0.6253089962399148,0
peptide_nm_122,0.7844318880390185,0
peptide_nm_123,0.4273789910468386,0
peptide_nm_124,0.604116391408201,0
peptide_nm_125,0.5782984223400709,0
peptide_nm_126,0.83838079159617,0
peptide_nm_127,0.6464436589064154,0
peptide_nm_128,0.2433102200095359,0
peptide_nm_129,0.1621048468652179,0
peptide_nm_130,0.446895865913223,0
peptide_nm_131,1.430759622579524,0
peptide_nm_132,0.9556546814755992,0
peptide_nm_133,1.490741723494979,0
peptide_nm_134,1.3283463746629502,0
peptide_nm_135,0.7717696155167996,0
peptide_nm_136,1.0751460475388814,0
peptide_nm_137,0.3713633977663459,0
peptide_nm_138,0.9318869080271108,0
peptide_nm_139,0.7230773545381902,0
peptide_nm_140,0.6522726685467459,0
peptide_nm_141,0.0696123325241513,0
peptide_nm_142,0.9588425187465788,0
peptide_nm_143,0.2705833621999099,0
peptide_nm_144,0.3984346486300743,0
peptide_nm_145,0.5230563522515093,0
peptide_nm_146,0.912861097855201,0
peptide_nm_147,1.1155008554618595,0
peptide_nm_148,0.4886936534449123,0
peptide_nm_149,0.5508936797585463,0
peptide_nm_150,0.4601021525097043,0
peptide_nm_151,1.1609039142110944,0
peptide_nm_152,0.2976869920970734,0
peptide_nm_153,0.4286202034968007,0
peptide_nm_154,0.3111917019214152,0
peptide_nm_155,0.6297676340311537,0
peptide_nm_156,0.5392507517861189,0
peptide_nm_157,0.9270204310887086,0
peptide_nm_158,1.0223967361950193,0
peptide_nm_159,0.6254386135581873,0
peptide_nm_160,0.6579392791717392,0
peptide_nm_161,0.6410176281681276,0
peptide_nm_162,0.5715820279507721,0
peptide_nm_163,0.8953583920828767,0
peptide_nm_164,0.8528494301515065,0
peptide_nm_165,1.1863042049691512,0
peptide_nm_166,0.6794794586535507,0
peptide_nm_167,0.7049076388961708,0
peptide_nm_168,0.2814100215963059,0
peptide_nm_169,0.3575405928571639,0
peptide_nm_170,0.3725785541719142,0
peptide_nm_171,0.4112970526544582,0
peptide_nm_172,1.0321026238919777,0
peptide_nm_173,0.9926325533596112,0
peptide_nm_174,0.8557952670549854,0
peptide_nm_175,1.0525058964894776,0
peptide_nm_176,0.5314006143714431,0
peptide_nm_177,0.2719800563992172,0
peptide_nm_178,0.9700478554762966,0
peptide_nm_179,0.8923414367106914,0
peptide_nm_180,0.8494316494761173,0
peptide_nm_181,0.5711755849798353,0
peptide_nm_182,0.3771109351218352,0
peptide_nm_183,0.972847312408724,0
peptide_nm_184,0.6377548947586179,0
peptide_nm_185,0.4434146171133047,0
peptide_nm_186,0.1909216547086413,0
peptide_nm_187,1.3795577671040165,0
peptide_nm_188,0.6935888016731367,0
peptide_nm_189,0.3782971148759754,0
peptide_nm_190,1.1132359068845894,0
peptide_nm_191,0.3128625980451027,0
peptide_nm_192,0.900730721604876,0
peptide_nm_193,1.33465326990402,0
peptide_nm_194,0.8092025696382805,0
peptide_nm_195,1.2628912209620924,0
peptide_nm_196,0.7786187755577515,0
peptide_nm_197,0.4516926715248691,0
peptide_nm_198,1.110526398848943,0
peptide_nm_199,1.1489516456219948,0
peptide_nm_200,1.1889467596487433,0
peptide_nm_201,0.4612362669838841,0
peptide_nm_202,0.979901104310715,0
peptide_nm_203,0.4243396264452222,0
peptide_nm_204,0.2318146156804513,0
peptide_nm_205,0.0305142711650658,0
peptide_nm_206,0.983168226661688,0
peptide_nm_207,0.2876849511657855,0
peptide_nm_208,1.0701768285126827,0
peptide_nm_209,0.2638074077199707,0
peptide_nm_210,0.4748405532704166,0
peptide_nm_211,0.4077563137697219,0
peptide_nm_212,1.017418374256094,0
peptide_nm_213,0.0314149625032611,0
peptide_nm_214,0.8527765584596395,0
peptide_nm_215,0.6237575057848419,0
peptide_nm_216,0.929307614655427,0
peptide_nm_217,0.3977277679987998,0
peptide_nm_218,0.4794492449969755,0
peptide_nm_219,0.8607343859480887,0
peptide_nm_220,1.248250617290289,0
peptide_nm_221,0.6922935592160028,0
peptide_nm_222,0.7692768578450578,0
peptide_nm_223,0.9431903398309848,0
peptide_nm_224,0.1687424724735426,0
peptide_nm_225,0.5116910449683713,0
peptide_nm_226,0.4135990477209704,0
peptide_nm_227,0.8557378158002455,0
peptide_nm_228,1.1879396350962868,0
