,Flexibility,y
peptide_nm_1,0.0357328819280525,0
peptide_nm_2,0.0927876714053913,0
peptide_nm_3,0.0592772424952759,0
peptide_nm_4,0.0903436688467144,0
peptide_nm_5,0.0435037037364796,0
peptide_nm_6,0.03279160798034,0
peptide_nm_7,0.0737334515923569,0
peptide_nm_8,0.0391739272257514,0
peptide_nm_9,0.1146512654914825,0
peptide_nm_10,0.0398161994497914,0
peptide_nm_11,0.0989934918887087,0
peptide_nm_12,0.0819300413699158,0
peptide_nm_13,0.0311030219726343,0
peptide_nm_14,0.06567829603374,0
peptide_nm_15,0.0910555837314022,0
peptide_nm_16,0.0263369399344063,0
peptide_nm_17,0.0073856648843466,0
peptide_nm_18,0.1445919613649291,0
peptide_nm_19,0.0683132365652322,0
peptide_nm_20,0.0273907065688925,0
peptide_nm_21,0.0553909889190127,0
peptide_nm_22,0.0808155015602167,0
peptide_nm_23,0.0148341947679884,0
peptide_nm_24,0.0808381554549162,0
peptide_nm_25,0.1517519291607595,0
peptide_nm_26,0.0234279396515723,0
peptide_nm_27,0.0699842928272933,0
peptide_nm_28,0.0895410502509482,0
peptide_nm_29,0.0511437882444892,0
peptide_nm_30,0.0737057624654538,0
peptide_nm_31,0.0852001917033258,0
peptide_nm_32,0.0355886862828096,0
peptide_nm_33,0.0883633835852952,0
peptide_nm_34,0.1098726237077158,0
peptide_nm_35,0.0285387542508032,0
peptide_nm_36,0.1477463721324352,0
peptide_nm_37,0.0509584430365999,0
peptide_nm_38,0.05132564309532,0
peptide_nm_39,0.0633475474008929,0
peptide_nm_40,0.0131056793815885,0
peptide_nm_41,0.0854304938953653,0
peptide_nm_43,0.2064412640115804,0
peptide_nm_44,0.1431545451160293,0
peptide_nm_45,0.0709408636486787,0
peptide_nm_46,0.0203952408328189,0
peptide_nm_47,0.0256221948768877,0
peptide_nm_48,0.1297159710980074,0
peptide_nm_49,0.0339700745639673,0
peptide_nm_50,0.0469539541286266,0
peptide_nm_51,0.0342049703770012,0
peptide_nm_52,0.016582617018394,0
peptide_nm_53,0.1169571839799318,0
peptide_nm_54,0.1279313870571757,0
peptide_nm_55,0.0911966688748748,0
peptide_nm_56,0.0329962290906204,0
peptide_nm_57,0.0618737877737788,0
peptide_nm_58,0.0279029624374214,0
peptide_nm_59,0.0881675131809142,0
peptide_nm_60,0.0660400988461907,0
peptide_nm_61,0.0905523658858763,0
peptide_nm_62,0.1119812572924058,0
peptide_nm_63,0.0512275522898471,0
peptide_nm_64,0.0665922653044804,0
peptide_nm_65,0.0517754348371772,0
peptide_nm_66,0.0526174328287877,0
peptide_nm_67,0.0228939669084837,0
peptide_nm_68,0.0632078529166209,0
peptide_nm_69,0.1182821081307101,0
peptide_nm_70,0.0205323267669265,0
peptide_nm_71,0.1009439288872027,0
peptide_nm_72,0.0475606302040628,0
peptide_nm_73,0.0958109362874985,0
peptide_nm_74,0.1064034947910788,0
peptide_nm_75,0.1390986249265081,0
peptide_nm_76,0.0333009459547993,0
peptide_nm_77,0.0996894916888203,0
peptide_nm_78,0.056907035200408,0
peptide_nm_79,0.0222918401424998,0
peptide_nm_80,0.0579810338502323,0
peptide_nm_81,0.0497453218034866,0
peptide_nm_82,0.0384588520045951,0
peptide_nm_83,0.0666850391857009,0
peptide_nm_84,0.0105805685915716,0
peptide_nm_85,0.0267461926084539,0
peptide_nm_86,0.0440213955518067,0
peptide_nm_87,0.0535239820532984,0
peptide_nm_88,0.1646790519169706,0
peptide_nm_89,0.1192099667089555,0
peptide_nm_90,0.0997180677746547,0
peptide_nm_91,0.0860904199884446,0
peptide_nm_92,0.0959179848019447,0
peptide_nm_93,0.0345700705250302,0
peptide_nm_94,0.0310380628001335,0
peptide_nm_95,0.0892010281249049,0
peptide_nm_96,0.1429120484283252,0
peptide_nm_97,0.0300701576570018,0
peptide_nm_98,0.0853494696862109,0
peptide_nm_99,0.147461196556357,0
peptide_nm_100,0.0780923456297578,0
peptide_nm_101,0.067864778937049,0
peptide_nm_102,0.0459629404672082,0
peptide_nm_103,0.028872968157539,0
peptide_nm_104,0.0665654111586019,0
peptide_nm_105,0.0293112199895764,0
peptide_nm_106,0.0479053101412229,0
peptide_nm_107,0.0221146065057227,0
peptide_nm_108,0.0625932446787844,0
peptide_nm_109,0.1003554547584039,0
peptide_nm_110,0.0547933798092284,0
peptide_nm_111,0.0695707024660023,0
peptide_nm_112,0.0201931328670246,0
peptide_nm_113,0.0469634478142158,0
peptide_nm_114,0.0491557508492043,0
peptide_nm_115,0.1256607958851579,0
peptide_nm_116,0.1234873772875929,0
peptide_nm_117,0.0719627312454729,0
peptide_nm_118,0.0194129864008261,0
peptide_nm_119,0.1720120062636956,0
peptide_nm_120,0.1000088268451321,0
peptide_nm_121,0.0751925016097698,0
peptide_nm_122,0.0894950642371913,0
peptide_nm_123,0.0721913157585087,0
peptide_nm_124,0.1234621282685565,0
peptide_nm_125,0.1256749922699418,0
peptide_nm_126,0.0831375641466307,0
peptide_nm_127,0.0499807811738439,0
peptide_nm_128,0.0902117922576127,0
peptide_nm_129,0.0104003008430514,0
peptide_nm_130,0.0529215593050554,0
peptide_nm_131,0.0372353663676753,0
peptide_nm_132,0.0249017202528313,0
peptide_nm_133,0.1840876501553623,0
peptide_nm_134,0.1200197965970389,0
peptide_nm_135,0.1171086915845588,0
peptide_nm_136,0.0399896558782072,0
peptide_nm_137,0.0857854188765906,0
peptide_nm_138,0.0996363006875815,0
peptide_nm_139,0.038812309234443,0
peptide_nm_140,0.1155229771533603,0
peptide_nm_141,0.0883111117943823,0
peptide_nm_142,0.0658242275863508,0
peptide_nm_143,0.1238326714311354,0
peptide_nm_144,0.0150510247084211,0
peptide_nm_145,0.0175353860526485,0
peptide_nm_146,0.0524027213417486,0
peptide_nm_147,0.1571469550291822,0
peptide_nm_148,0.0857196692515855,0
peptide_nm_149,0.0699252883483929,0
peptide_nm_150,0.1266053237991438,0
peptide_nm_151,0.114056185100988,0
peptide_nm_152,0.0760707345330927,0
peptide_nm_153,0.0159176513393241,0
peptide_nm_154,0.0931748341644606,0
peptide_nm_155,0.0315759472676326,0
peptide_nm_156,0.0444541434627428,0
peptide_nm_157,0.0624008372450377,0
peptide_nm_158,0.0778450901940877,0
peptide_nm_159,0.019922331250954,0
peptide_nm_160,0.0245672856704696,0
peptide_nm_161,0.0522925093232871,0
peptide_nm_162,0.083012806714831,0
peptide_nm_163,0.0474750094040943,0
peptide_nm_164,0.0527785619965916,0
peptide_nm_165,0.0327900704610191,0
peptide_nm_166,0.0561478132849856,0
peptide_nm_167,0.0750916706096564,0
peptide_nm_168,0.0617653262520892,0
peptide_nm_169,0.0475021302238415,0
peptide_nm_170,0.1122467701190983,0
peptide_nm_171,0.0727388058004778,0
peptide_nm_172,0.0954053541736914,0
peptide_nm_173,0.134597425243342,0
peptide_nm_174,0.0440760232645702,0
peptide_nm_175,0.0514236174960708,0
