,TM_tend,y
peptide_nm_1,0.5439887367895518,0
peptide_nm_2,0.4707809821245115,0
peptide_nm_3,0.2610976893673867,0
peptide_nm_4,0.4400591044798214,0
peptide_nm_5,0.3691692205192451,0
peptide_nm_6,0.2406877813766795,0
peptide_nm_7,0.7286039578890015,0
peptide_nm_8,0.3128506157629407,0
peptide_nm_9,0.5989009993972356,0
peptide_nm_10,0.1756997506154022,0
peptide_nm_11,0.5767382726368008,0
peptide_nm_12,0.2635369923349746,0
peptide_nm_13,0.1712249840705269,0
peptide_nm_14,0.4569696155507711,0
peptide_nm_15,0.1811987585348609,0
peptide_nm_16,0.5172814626809807,0
peptide_nm_17,0.1271746483056355,0
peptide_nm_18,0.3592774477606451,0
peptide_nm_19,0.6171416887641977,0
peptide_nm_20,0.1283678991674241,0
peptide_nm_21,0.336995607888784,0
peptide_nm_22,0.0483196802199244,0
peptide_nm_23,0.304884313249141,0
peptide_nm_24,0.7430761841980034,0
peptide_nm_25,0.9047101128052044,0
peptide_nm_26,0.349779923479994,0
peptide_nm_27,0.7284699058894777,0
peptide_nm_28,0.4819044473394496,0
peptide_nm_29,0.4684346692398379,0
peptide_nm_30,0.238771493836931,0
peptide_nm_31,0.1837945373751684,0
peptide_nm_32,0.295483643343793,0
peptide_nm_33,0.4800548226797027,0
peptide_nm_34,0.8031984237078573,0
peptide_nm_35,0.3358460319282445,0
peptide_nm_36,0.759792911003097,0
peptide_nm_37,0.0690122918710626,0
peptide_nm_38,0.0751519047320366,0
peptide_nm_39,0.5252806291026458,0
peptide_nm_40,0.2381820710571867,0
peptide_nm_41,0.417883874597008,0
peptide_nm_43,0.9035082084884926,0
peptide_nm_44,0.7247766761797351,0
peptide_nm_45,0.3338401957880995,0
peptide_nm_46,0.0323290406745171,0
peptide_nm_47,0.2185114911052987,0
peptide_nm_48,0.8533899707151688,0
peptide_nm_49,0.0937935983848398,0
peptide_nm_50,0.1160747620086041,0
peptide_nm_51,0.2982475933483385,0
peptide_nm_52,0.5288556479181528,0
peptide_nm_53,0.3708593620826018,0
peptide_nm_54,0.3908168732675934,0
peptide_nm_55,0.496983756704012,0
peptide_nm_56,0.1271834247455526,0
peptide_nm_57,0.0650985097606152,0
peptide_nm_58,0.2167238368485257,0
peptide_nm_59,0.3021603201005575,0
peptide_nm_60,0.1703756464855246,0
peptide_nm_61,0.5092433226611243,0
peptide_nm_62,0.4110336544488847,0
peptide_nm_63,0.3207269627699004,0
peptide_nm_64,0.1742816008288166,0
peptide_nm_65,0.5032206553042019,0
peptide_nm_66,0.3747173786445312,0
peptide_nm_67,0.2063424981584744,0
peptide_nm_68,0.2417222877814175,0
peptide_nm_69,0.1945672108873254,0
peptide_nm_70,0.4114391733965026,0
peptide_nm_71,0.7176463259722318,0
peptide_nm_72,0.5798514044078052,0
peptide_nm_73,0.1928797941121098,0
peptide_nm_74,0.2708561876189374,0
peptide_nm_75,0.4004863407600734,0
peptide_nm_76,0.2441754273928517,0
peptide_nm_77,0.2752445007272109,0
peptide_nm_78,0.6491956597399509,0
peptide_nm_79,0.2062822347910481,0
peptide_nm_80,0.1567341143682281,0
peptide_nm_81,0.2623452061758341,0
peptide_nm_82,0.1440980160418866,0
peptide_nm_83,0.251302770407903,0
peptide_nm_84,0.3084554062903034,0
peptide_nm_85,0.7248582950713806,0
peptide_nm_86,0.6942706143623588,0
peptide_nm_87,0.1374759238219728,0
peptide_nm_88,1.012068521450261,0
peptide_nm_89,0.3241298985289265,0
peptide_nm_90,0.1985871255979871,0
peptide_nm_91,0.1116308833391997,0
peptide_nm_92,0.5560533613324742,0
peptide_nm_93,0.3738109157858901,0
peptide_nm_94,0.1367752192614888,0
peptide_nm_95,0.1680932531112747,0
peptide_nm_96,0.374958073740398,0
peptide_nm_97,0.6889454054131862,0
peptide_nm_98,0.7179690573933267,0
peptide_nm_99,1.097753904617718,0
peptide_nm_100,0.2552492181833226,0
peptide_nm_101,0.4286590739964628,0
peptide_nm_102,0.4389363454761175,0
peptide_nm_103,0.2271136665793505,0
peptide_nm_104,0.7088105023498619,0
peptide_nm_105,0.260149605274783,0
peptide_nm_106,0.7725455947172168,0
peptide_nm_107,0.2407184839513097,0
peptide_nm_108,0.339655562418687,0
peptide_nm_109,0.581465241788305,0
peptide_nm_110,0.3159426370072703,0
peptide_nm_111,0.0661511136780021,0
peptide_nm_112,0.4387265611090967,0
peptide_nm_113,0.145516073946458,0
peptide_nm_114,0.4908116262678203,0
peptide_nm_115,0.4159788398184855,0
peptide_nm_116,0.5726899154871217,0
peptide_nm_117,0.6163585265130224,0
peptide_nm_118,0.1996350645568578,0
peptide_nm_119,0.6998039246252157,0
peptide_nm_120,0.8113687158041909,0
peptide_nm_121,0.3426290935811295,0
peptide_nm_122,0.2238712406298547,0
peptide_nm_123,0.3149892483973996,0
peptide_nm_124,0.4408133688802721,0
peptide_nm_125,0.4802477649958481,0
peptide_nm_126,0.3657177660600256,0
peptide_nm_127,0.5943740683164337,0
peptide_nm_128,0.4081328189790549,0
peptide_nm_129,0.1616255129665219,0
peptide_nm_130,0.295752948596979,0
peptide_nm_131,0.7806003932294541,0
peptide_nm_132,0.4739825729701791,0
peptide_nm_133,0.9944265718143632,0
peptide_nm_134,0.5313913609117822,0
peptide_nm_135,0.4026254696435249,0
peptide_nm_136,0.515711403955271,0
peptide_nm_137,0.1114394376389965,0
peptide_nm_138,0.5861193182226113,0
peptide_nm_139,0.4291751034762703,0
peptide_nm_140,0.4077919219585923,0
peptide_nm_141,0.0597389675249528,0
peptide_nm_142,0.3167904501848794,0
peptide_nm_143,0.5099931775682071,0
peptide_nm_144,0.1531413943638963,0
peptide_nm_145,0.3230183622063237,0
peptide_nm_146,0.5850320283091722,0
peptide_nm_147,0.6190568289247926,0
peptide_nm_148,0.1863237086989486,0
peptide_nm_149,0.3451843342068757,0
peptide_nm_150,0.2846038884815075,0
peptide_nm_151,0.5614466437892206,0
peptide_nm_152,0.3663561763188756,0
peptide_nm_153,0.3060595719775997,0
peptide_nm_154,0.3826973562724186,0
peptide_nm_155,0.3546832372644196,0
peptide_nm_156,0.3465736760058718,0
peptide_nm_157,0.7213826877000682,0
peptide_nm_158,0.6204215847267784,0
peptide_nm_159,0.3234408409480513,0
peptide_nm_160,0.3507050035464433,0
peptide_nm_161,0.5280357436380234,0
peptide_nm_162,0.4206075261179169,0
peptide_nm_163,0.5329550763692102,0
peptide_nm_164,0.3954433799774693,0
peptide_nm_165,0.5371462928316125,0
peptide_nm_166,0.2995288669643096,0
peptide_nm_167,0.3652470493340906,0
peptide_nm_168,0.254420116179137,0
peptide_nm_169,0.2677308833620987,0
peptide_nm_170,0.3104295075224209,0
peptide_nm_171,0.1189154395028768,0
peptide_nm_172,0.6038352464176037,0
peptide_nm_173,0.4221238756942252,0
peptide_nm_174,0.5007680484137248,0
peptide_nm_175,0.5990108146469415,0
peptide_nm_176,0.2988590847694344,0
peptide_nm_177,0.4343401760651875,0
peptide_nm_178,0.5932095625313163,0
peptide_nm_179,0.2954525944636813,0
peptide_nm_180,0.4716721234995055,0
peptide_nm_181,0.4539246087024086,0
peptide_nm_182,0.2317756656874197,0
peptide_nm_183,0.4029216933294844,0
peptide_nm_184,0.2594461834310822,0
peptide_nm_185,0.3733609190479345,0
peptide_nm_186,0.1176332791082416,0
peptide_nm_187,0.7129685933979422,0
peptide_nm_188,0.6103572764830489,0
peptide_nm_189,0.192140785164103,0
peptide_nm_190,0.5643532029939303,0
peptide_nm_191,0.1678453148645238,0
peptide_nm_192,0.5739396068011429,0
peptide_nm_193,0.842925315356699,0
peptide_nm_194,0.4352488439901109,0
peptide_nm_195,0.8543637331119216,0
peptide_nm_196,0.338820016213283,0
peptide_nm_197,0.1464764646248862,0
peptide_nm_198,0.7557201685777978,0
peptide_nm_199,0.6544371448902747,0
peptide_nm_200,0.6816895824163333,0
peptide_nm_201,0.2877296135917042,0
peptide_nm_202,0.5219815214077029,0
peptide_nm_203,0.2762709228291034,0
peptide_nm_204,0.1875307717927498,0
peptide_nm_205,0.2564771950616789,0
peptide_nm_206,0.7200233595124524,0
peptide_nm_207,0.293751422934589,0
peptide_nm_208,0.6939062027785362,0
peptide_nm_209,0.2450861870940439,0
peptide_nm_210,0.3967637669302582,0
peptide_nm_211,0.4670743454246973,0
peptide_nm_212,0.6816062002766723,0
peptide_nm_213,0.0771592771816785,0
peptide_nm_214,0.7550467595681265,0
peptide_nm_215,0.3133755967759126,0
peptide_nm_216,0.5818079611311121,0
peptide_nm_217,0.3358034745962346,0
peptide_nm_218,0.2888681831473518,0
peptide_nm_219,0.6044316246244312,0
peptide_nm_220,0.7933894997413301,0
peptide_nm_221,0.6028885901503894,0
peptide_nm_222,0.4121015848899852,0
peptide_nm_223,0.6391878157574504,0
peptide_nm_224,0.1210093907500755,0
peptide_nm_225,0.4105398088378109,0
peptide_nm_226,0.205532675822007,0
peptide_nm_227,0.534078590464771,0
peptide_nm_228,0.6794261815945248,0
peptide_nm_229,0.778971018680365,0
peptide_nm_230,0.1552268883824966,0
peptide_nm_231,1.075061535483368,0
peptide_nm_232,0.2149784375922245,0
peptide_nm_233,0.5327312878010342,0
peptide_nm_234,0.2153177974753786,0
peptide_nm_235,0.8551290125956374,0
peptide_nm_236,0.183876128735,0
peptide_nm_237,0.5356825931272376,0
peptide_nm_238,0.1411208778985497,0
peptide_nm_239,0.5363899536298052,0
peptide_nm_240,0.2214842718577274,0
peptide_nm_241,0.5237648226000271,0
peptide_nm_242,0.2487692311734427,0
peptide_nm_243,0.2367125121463437,0
peptide_nm_244,0.4153968569432974,0
peptide_nm_245,0.4815304602271239,0
peptide_nm_246,0.4946244040186273,0
peptide_nm_247,0.3235851880100744,0
peptide_nm_248,0.6145403885760874,0
peptide_nm_249,0.4262536690139744,0
peptide_nm_250,0.1440325604524798,0
peptide_nm_251,0.2162365669210348,0
peptide_nm_252,0.600026039696889,0
peptide_nm_253,0.7243503233964803,0
peptide_nm_254,0.0653647332305454,0
peptide_nm_255,0.101132574721515,0
peptide_nm_256,0.0574382794187027,0
peptide_nm_257,0.7619057101054014,0
peptide_nm_258,0.5865918799337789,0
peptide_nm_259,0.605800775400882,0
peptide_nm_260,0.1540353207718142,0
peptide_nm_261,0.1921795113563626,0
peptide_nm_262,0.2186963583796348,0
peptide_nm_263,0.0789262567941056,0
peptide_nm_264,0.5270759256062546,0
peptide_nm_265,0.4513767136386167,0
peptide_nm_266,0.4905640497416485,0
peptide_nm_267,0.2962304980734717,0
peptide_nm_268,0.2917934633135851,0
peptide_nm_269,0.2053453857373348,0
peptide_nm_270,1.0025056053334154,0
peptide_nm_271,0.5534101098601586,0
peptide_nm_272,0.3589292738573872,0
peptide_nm_273,0.1450940825488356,0
peptide_nm_274,0.5997413842053206,0
