,MSS,y
peptide_nm_1,0.6630469127111304,0
peptide_nm_2,1.8212654002139368,0
peptide_nm_3,2.2594450225395297,0
peptide_nm_4,1.4288923048049116,0
peptide_nm_5,0.8486163366736615,0
peptide_nm_6,0.5416313871788616,0
peptide_nm_7,1.1327645248293703,0
peptide_nm_8,0.6249791576294293,0
peptide_nm_9,2.567112208414936,0
peptide_nm_10,3.117412880373346,0
peptide_nm_11,1.8046253969537107,0
peptide_nm_12,0.6624374208363586,0
peptide_nm_13,1.019661978128793,0
peptide_nm_14,1.0047780003082942,0
peptide_nm_15,0.616554330122185,0
peptide_nm_16,1.59415215904692,0
peptide_nm_17,0.1599540043465936,0
peptide_nm_18,1.4718704688180355,0
peptide_nm_19,0.6889765203003329,0
peptide_nm_20,1.891522501204962,0
peptide_nm_21,1.09428349130821,0
peptide_nm_22,2.641830862273149,0
peptide_nm_23,1.1322256836273432,0
peptide_nm_24,0.6584423458147601,0
peptide_nm_25,5.9704524851209,0
peptide_nm_26,0.5968483046232299,0
peptide_nm_27,0.4656727970162908,0
peptide_nm_28,0.8247373511979533,0
peptide_nm_29,0.2408043741277133,0
peptide_nm_30,0.2363941715384667,0
peptide_nm_31,2.0979606223255085,0
peptide_nm_32,3.662504419764526,0
peptide_nm_33,1.4586767236422062,0
peptide_nm_34,1.1217939515571138,0
peptide_nm_35,0.4431061736427915,0
peptide_nm_36,1.855617242984568,0
peptide_nm_37,1.2132389161893464,0
peptide_nm_38,1.640794174958067,0
peptide_nm_39,1.0254623127811977,0
peptide_nm_40,0.9937504620937728,0
peptide_nm_41,0.5226656037238211,0
peptide_nm_43,1.2928172296323002,0
peptide_nm_44,0.626261492426958,0
peptide_nm_45,0.446755740144857,0
peptide_nm_46,0.8096238860588444,0
peptide_nm_47,0.3066602187162467,0
peptide_nm_48,3.866696991440401,0
peptide_nm_49,2.679379813811513,0
peptide_nm_50,1.1908125818427302,0
peptide_nm_51,1.6435952424888038,0
peptide_nm_52,1.5775028858661384,0
peptide_nm_53,0.2912739355768686,0
peptide_nm_54,1.497790071771405,0
peptide_nm_55,0.2759953600007688,0
peptide_nm_56,1.9587179074192167,0
peptide_nm_57,0.9087449808134952,0
peptide_nm_58,1.4636531999144928,0
peptide_nm_59,1.7246504273673815,0
peptide_nm_60,0.9102989149135924,0
peptide_nm_61,0.3638769636338589,0
peptide_nm_62,0.898305356948547,0
peptide_nm_63,0.7031331465281659,0
peptide_nm_64,0.8460915915688366,0
peptide_nm_65,0.9494084268246668,0
peptide_nm_66,0.6661789071110011,0
peptide_nm_67,1.1227576632894225,0
peptide_nm_68,2.513545268276228,0
peptide_nm_69,0.3659128923714559,0
peptide_nm_70,1.9549839267624092,0
peptide_nm_71,0.6298287260206012,0
peptide_nm_72,1.6902455034806891,0
peptide_nm_73,0.9006463792099585,0
peptide_nm_74,0.7965095603822304,0
peptide_nm_75,0.976200918095972,0
peptide_nm_76,1.4403278043776515,0
peptide_nm_77,1.1298822954415375,0
peptide_nm_78,0.6490708130707797,0
peptide_nm_79,0.7670484641434985,0
peptide_nm_80,3.7269909534996737,0
peptide_nm_81,0.0609227250374078,0
peptide_nm_82,2.268807054326012,0
peptide_nm_83,2.138253753539039,0
peptide_nm_84,0.6302526066682349,0
peptide_nm_85,1.7039284927594769,0
peptide_nm_86,0.7500735902749334,0
peptide_nm_87,1.3279910619215352,0
peptide_nm_88,0.7322495871213129,0
peptide_nm_89,4.112252264877957,0
peptide_nm_90,2.090030962026376,0
peptide_nm_91,2.5016532564634235,0
peptide_nm_92,0.9179253651910771,0
peptide_nm_93,0.8562466692129499,0
peptide_nm_94,1.1881818896981835,0
peptide_nm_95,1.7762303835849331,0
peptide_nm_96,1.5299171755717145,0
peptide_nm_97,1.7097986867441035,0
peptide_nm_98,1.2596406005616252,0
peptide_nm_99,1.077504414298033,0
peptide_nm_100,1.995528513814951,0
peptide_nm_101,0.6807014727429447,0
peptide_nm_102,1.789366432897715,0
peptide_nm_103,2.899081747285344,0
peptide_nm_104,2.041818658656007,0
peptide_nm_105,3.556237600307372,0
peptide_nm_106,1.877761918222287,0
peptide_nm_107,1.5248433973816176,0
peptide_nm_108,0.911780080640482,0
peptide_nm_109,1.670425874946258,0
peptide_nm_110,0.5981018082647727,0
peptide_nm_111,0.5227499785949666,0
peptide_nm_112,1.98903316960495,0
peptide_nm_113,0.3980744074799591,0
peptide_nm_114,0.8654555130513985,0
peptide_nm_115,1.8969617491117765,0
peptide_nm_116,2.293324397857961,0
peptide_nm_117,1.5608088594556004,0
peptide_nm_118,0.5798205917361551,0
peptide_nm_119,1.6035632897050025,0
peptide_nm_120,1.2703697358768635,0
peptide_nm_121,0.6053360142469902,0
peptide_nm_122,1.27916271559914,0
peptide_nm_123,1.3854972382308448,0
peptide_nm_124,2.483143597471986,0
peptide_nm_125,2.087525973489777,0
peptide_nm_126,0.885236196522897,0
peptide_nm_127,1.950909271468911,0
peptide_nm_128,4.613143324525641,0
peptide_nm_129,1.605166865600919,0
peptide_nm_130,1.302207032953782,0
peptide_nm_131,0.7352886392066713,0
peptide_nm_132,1.2863103868270542,0
peptide_nm_133,1.5795036880473523,0
peptide_nm_134,1.7348971807530496,0
peptide_nm_135,1.8308009301945705,0
peptide_nm_136,0.2945367010300563,0
peptide_nm_137,0.2725616136440398,0
peptide_nm_138,1.8212818540597744,0
peptide_nm_139,0.518407000466445,0
peptide_nm_140,1.5217385268888162,0
peptide_nm_141,1.2176971180657443,0
peptide_nm_142,0.639091057834643,0
peptide_nm_143,2.737596139017169,0
peptide_nm_144,2.197348909115461,0
peptide_nm_145,0.2387117092270698,0
peptide_nm_146,0.9086248802115288,0
peptide_nm_147,3.058835154388712,0
peptide_nm_148,1.9463120177760247,0
peptide_nm_149,0.9144133857691644,0
peptide_nm_150,1.831314408504692,0
peptide_nm_151,1.0439512383022087,0
peptide_nm_152,1.9658857168625397,0
peptide_nm_153,1.23846490101257,0
peptide_nm_154,0.8164815135895575,0
